# Forza Horizon 6 Luna teleport list
# NameBase64|PositionBase64
VGFrYXNoaXJvIHhwIDg=|ebo3Q4Ery0Nrm7FFCZqcxQ==
VGFrYXNoaXJvIHhwIDk=|+K6MxIj9P0NLj6hFAEqmxQ==
VGFrYXNoaXJvIHhwIDEw|4KwoxDZ5v0ModqdFXCPXxQ==
VGFrYXNoaXJvIHhwIDEx|tCxUxEQiE0MD0IlFpBf8xQ==
VGFrYXNoaXJvIHhwIDEy|CWxqwiEvh0O6CJtF33MCxg==
VGFrYXNoaXJvIHhwIDEz|SHMjRWf8M0QD6eVF7lZ7vw==
U290b3lhbWEgeHAgMQ==|wzVGxHkzA0RUG9xFH3cGxQ==
U290b3lhbWEgeHAgMg==|jufHQ9bHY0RgrQ5Gt50sxA==
U290b3lhbWEgeHAgMw==|xRM5RW9ZU0SWIPhF7CoHxQ==
f1NvdG95YW1hIHhwIDQ=|LlsfRYPeSERX6ABGg7UsxA==
U290b3lhbWEgeHAgNQ==|JVrVRBr9TUT9dfVFHgUtxA==
U290b3lhbWEgeHAgNg==|cApERMNFaUTma/NFPZghxQ==
U290b3lhbWEgeHAgNw==|zbvmwx8nE0QivwFGWKAhxQ==
U290b3lhbWEgeHAgOA==|51bhw4NlC0RQedpFzGcixQ==
U290b3lhbWEgeHAgOQ==|Z6TzRErRB0ThUspFCGCBxA==
TmFuZ2FuIHhwIDE=|PnG8xHcPS0N2PgrGynUjxQ==
TmFuZ2FuIHhwIDI=|JSzXxLRUa0MnjgnG/ySPxA==
TmFuZ2FuIHhwIDM=|lViOxJYz5EKh5gLGAv4sxQ==
TmFuZ2FuIHhwIDQ=|5fsSxePfiUM03gLGggiaxA==
TmFuZ2FuIHhwIDU=|EfUexQvUikM4p/TF1ZdoxQ==
TmFuZ2FuIHhwIDY=|0J3uxBjnI0OAwuXF8jd4xQ==
TmFuZ2FuIHhwIDc=|hC9XxQly+EIkI+TFLlOfxA==
TmFuZ2FuIHhwIDg=|pv9fxeW7M0MRr8TF/XGhxA==
TmFuZ2FuIHhwIDk=|XU1WxaATMEMxPbXFOPcVxg==
TmFuZ2FuIHhwIDEw|jOdvxTIhlkMb3rXFmiydxQ==
TmFuZ2FuIHhwIDEx|sNGNxU0cjkPdZ7fF9YAWxg==
TmFuZ2FuIHhwIDEy|nr6axQxwcENvv8DFFiSgxQ==
U2hpbWFub3lhbWEgeHAgMQ==|FBf1xLQsA0OyzZtE6XAXxg==
U2hpbWFub3lhbWEgeHAgMg==|Gc0ExfXt+kKNDclEKHEXxg==
U2hpbWFub3lhbWEgeHAgMw==|/GoVxQ4GuUP02gxEWXMXxg==
U2hpbWFub3lhbWEgeHAgNA==|+UhJxRVeAENWGJBELXQXxg==
U2hpbWFub3lhbWEgeHAgNQ==|Zz5ixSiXBEPj/ylECBKoxQ==
U2hpbWFub3lhbWEgeHAgNg==|UhiKxfBlEUOJFlJEQY2oxQ==
U2hpbWFub3lhbWEgeHAgNw==|EBSJxSSFOUMy+gfCq0Mfxg==
U2hpbWFub3lhbWEgeHAgOA==|Qze8xejUGkO/1PLBLEUfxg==
U2hpbWFub3lhbWEgeHAgOQ==|9tybxfLDtkN2h0TEgnkfxg==
U2hpbWFub3lhbWEgeHAgMTA=|gIWRxe6DykPT7KPEVIEfxg==
U2hpbWFub3lhbWEgeHAgMTE=|CeeRxX+1kkNPSPDEEX4fxg==
U2hpbWFub3lhbWEgeHAgMTI=|XheYxXcne0O8rTPFOhuwxQ==
U2hpbWFub3lhbWEgeHAgMTM=|MNGjxSC1ZkPFTkzFKSqwxQ==
U2hpbWFub3lhbWEgeHAgMTQ=|qPvCxRJDLkPvLmrFQVshxg==
U2hpbWFub3lhbWEgeHAgMTU=|6pXyxX2OM0NYDyXFL1shxg==
U2hpbWFub3lhbWEgeHAgMTY=|PcnjxT2XHkNt7aDEj/RZxg==
T2h0YW5pIHhwIDE=|ps5fxELL20LXzFJEDpdbxg==
T2h0YW5pIHhwIDI=|3faWxIFQ6kKWPl/E6Ohbxg==
T2h0YW5pIHhwIDM=|qa6HxCCZ1UKklqxDgvO0xQ==
T2h0YW5pIHhwIDQ=|krvBxIsmj0Npl7BDziJcxg==
T2h0YW5pIHhwIDU=|5kjfxLEGxEObFS/EFjFcxg==
T2h0YW5pIHhwIDY=|aOeKxBkPnUMza87EJjVcxg==
T2h0YW5pIHhwIDc=|hNwwxZkgz0PWVYPECF66xQ==
T2h0YW5pIHhwIDg=|tJkuxeZCokNvfhDCzlRcxg==
T2h0YW5pIHhwIDk=|9L0wxfp8wEMzx5JDGEBjxg==
T2h0YW5pIHhwIDEw|YctoxTfogEOZMzfEFDxjxg==
T2h0YW5pIHhwIDEx|NuaDxcsEQkMN7VXDpzxjxg==
T2h0YW5pIHhwIDEy|O3vhxLAJkUOLyg/F6tLMxQ==
T2h0YW5pIHhwIDEz|KVglxdvDOEN76wLFGd9lxg==
T2h0YW5pIHhwIDE0|p20zxSXghkPepizFBtCUxg==
T2h0YW5pIHhwIDE1|/zYlxb56W0Nidi/FK3LPxQ==
T2h0YW5pIHhwIDE2|/1cNxaqKIkNDEzLFCdeUxg==
T2h0YW5pIHhwIDE3|AO3GxI0k5kIvj0vFOjLQxQ==
T2h0YW5pIHhwIDE4|r25UxaxDaUMrYl3FLNeUxg==
VG9reW8gQ2l0eSB4cCAx|kBxqxXE4tkMMqG3FYtwqvg==
VG9reW8gQ2l0eSB4cCAy|37HhQwrd20JhA6nFF1yvww==
VG9reW8gQ2l0eSB4cCAz|ZKGMRK6g2UJKOqfF1p+2ww==
VG9reW8gQ2l0eSB4cCA0|RLSkRJSO6kL2+azFGVy3ww==
VG9reW8gQ2l0eSB4cCA1|bI5FROnd20I11LDFGgHMww==
VG9reW8gQ2l0eSB4cCA2|kb8+xJ/PzELARsjFbhLMww==
VG9reW8gQ2l0eSB4cCA3|J1yMxBjs0kLpibPFkh7Mww==
VG9reW8gQ2l0eSB4cCA4|GVjgwpjN0kKM65/FvWHMww==
VG9reW8gQ2l0eSB4cCA5|BnIExI6e0kKLZo7F4svVww==
VG9reW8gQ2l0eSB4cCAxMA==|imeYwiTs1EK15GfFYc7Vww==
VG9reW8gQ2l0eSB4cCAxMQ==|aKsqxFKA00Iou3vF2KXVww==
VG9reW8gQ2l0eSB4cCAxMg==|dra3xMyK3kIewIDFb8cqxA==
VG9reW8gQ2l0eSB4cCAxMw==|zJOgxDbD30JCD4rFe8kqxA==
VG9reW8gQ2l0eSB4cCAxNA==|5ogYxXqC+EKO/oPFLF8sxA==
VG9reW8gQ2l0eSB4cCAxNQ==|GcYbxa0I6EI40p3FUl8sxA==
VG9reW8gQ2l0eSB4cCAxNg==|dtLWxIri50I/bJfFbKAsxA==
VG9reW8gQ2l0eSB4cCAxNw==|62ADxV3A5UJnpKPFWGmTxA==
VG9reW8gQ2l0eSB4cCAxOA==|JFnrxJe52UK8M6rFEKC8vg==
VG9reW8gQ2l0eSB4cCAxOQ==|aJebRCVk4kKScsfFVnUnxQ==
VG9reW8gQ2l0eSB4cCAyMA==|HfD5RB2zRUPegcXF+CzAxQ==
SXRvIHhwIDE=|W3slRa2qzkKb87LF3vMqxg==
SXRvIHhwIDI=|BjIGRdeNPEMGV6vFU6sqxg==
SXRvIHhwIDM=|p4gZRefAU0NiM6PFZb0qxg==
SXRvIHhwIDQ=|A/oyRVO4UENgsaDF3AErxg==
SXRvIHhwIDU=|HzpHRWLFykIkg5jFcE8rxg==
SXRvIHhwIDY=|DRwXReoVHkMiaI7FinYrxg==
SXRvIHhwIDc=|OL9pReYhyULGtFPFw3KrxA==
SXRvIHhwIDg=|Y59+RXk5zkLDEyXFwQl2vQ==
SXRvIHhwIDk=|a6IMRZ9w10LuQ0fFFK3Wvw==
SXRvIHhwIDEw|p28oRfIa4kLVNx7FQ1OSwA==
SXRvIHhwIDEx|ZLhtRXQ/1ELN29rEfCBvwg==
SXRvIHhwIDEy|TQmLRUcVzkJSb8bEB8mlwg==
SXRvIHhwIDEz|xpowRW4c5ULVXZPE7ealwg==
SXRvIHhwIDE0|55x3RVBhNUN5tmrEshvRwg==
SXRvIHhwIDE1|k7WQRQwlz0LkpC3E0MuDxA==
SXRvIHhwIDE2|YTlfRe8QikPZ52fDH9GDxA==
SXRvIHhwIDE3|DCFFRcweF0NvMv1DsAeExA==
SXRvIHhwIDE4|mLFzRej3LEODW0JD/xGExA==
SXRvIHhwIDE5|Ho2IRR8WDUMU+NJCcQuExA==
SXRvIHhwIDIw|fOGVRTbh4EKgwYVDZ88Nxg==
SXRvIHhwIDIx|0ZRaRcTb8EKXGWZECbPcQQ==
SXRvIHhwIDIy|fkiORS4G1UJy82FENAe3QQ==
SXRvIHhwIDIz|LUWGRTTa1ULo2qJERQI7xw==
SXRvIHhwIDI0|nF6qRS1B4UIFWmNEPQI7xw==
SXRvIHhwIDI1|fKHERQamykK3PJBEZwI7xw==
SXRvIHhwIDI2|C3WvRaC1kUNtZSBF2fY6xw==
SXRvIHhwIDI3|KjO2RaXIykKNDttE3PY6xw==
SXRvIHhwIDI4|ezjSRXKzykLCEABFe/c6xw==
SG9rdWJ1IHhwIDIx|NnhRReVA9EJOOjNFOY9uRg==
VGFrYXNoaXJvIHhwIDE0|wNSFRZfz2EPARKpFEB8pwg==
U290b3lhbWEgeHAgMTA=|HezaRHmYFES/TtZF2KlZvg==
U290b3lhbWEgeHAgMTE=|nZFWwyRmN0TLvQRGk1Qwwg==
U290b3lhbWEgeHAgMTI=|gJiixC2v8EP3Ne9FBtxawA==
U290b3lhbWEgeHAgMTM=|J6qNxP5ZwkMhS9BFnh98QA==
SG9rdWJ1IHhwIDIx|DqI5xN8xAkMpjTZF1ZlfRQ==
U2hpbWFub3lhbWEgeHAgMTc=|JOF7xemMC0NLwSdEr3g6wg==
U2hpbWFub3lhbWEgeHAgMTg=|PFXOxab9WEPRSsbEkxyRwg==
U2hpbWFub3lhbWEgIHhwIDE5|P9PfxUgRKUP+M0vFQgzQwQ==
TmFuZ2FuIHhwIDEz|C5xxxCHFykIqr/HFkNE0xA==
VG9reW8gQ2l0eSB4cCAyMQ==|7F1KRMxs2kKUApTFvxq3ww==
U2hpbWFub3lhbWEgeHAgMjA=|cPWaxYfgckP4O2bF/HVlwQ==
U2hpbWFub3lhbWEgeHAgMjE=|3eGwxSWxhEO3xiHFtWSCxQ==
U290b3lhbWEgeHAgMTQ=|2C6VRICrUESyvu1FOt2CxQ==
U290b3lhbWEgeHAgMTU=|mXJkxE9E/EO85+lFdCnnwg==
aXRvIHhwIDI5|jFNZRTZH30IhsE7F5NaKxA==
TWluYW1pbm8geHAgMjE=|MTnpRFRg0kKuAW3FutasxQ==
TWluYW1pbm8geHAgMjI=|TuOaRN1iFUOsogjF+6RTRQ==
TWluYW1pbm8geHAgMjM=|nAPMRP1RS0Mpui7DkPQrwg==
TmFuZ2FuIHhwIDEz|wOtKxRzDI0PI5LDFeuuAxw==
TmFuZ2FuIHhwIDE0|/1Poxfy/HkMSXgPFEJe9vw==
SG9rdWJ1IHhwIDIx|fHFjRMefBUOKbOdEO6WCxw==
SG9rdWJ1IHhwIDIy|NCJ1RORmeUOVUSZFIGT6wg==
SG9rdWJ1IHhwIDIz|WftARHTI9UIkLlxFxbdKRA==
VGFrYXNoaXJvIHhwIDIz|vOk0RHRsaEOQ+ZhFie55xA==
VGFrYXNoaXJvIHhwIDI0|PDdSxOAblUOM6LNFFB79RA==
U290b3lhbWEgeHAgMTY=|Te9HxLppBERNXudFug/EPw==
U290b3lhbWEgeHAgMTc=|ch3ZxBGkKkS7XgJGMXGpQw==
VGFrYXNoaXJvIHhwIDI1|9uB0RTNSIUQpQrtF6dWCxw==
U290b3lhbWEgeHAgMTg=|1/uNxJbzMkTtLA5G4jKoww==
U290b3lhbWEgeHAgMTk=|AXAjRfkBNESY8OVFOu/dxA==
SG9rdWJ1IHhwIDI1|ZrdARUQrAEPh4SpFjDSBwA==
TWluYW1pbm8geHAgMjQ=|AX+LxKrP6ELya9tE39vyQw==
SXRvIHhwIDI4|6tT5RIItRkMEfcXFAl8GxQ==
SXRvIHhwIDI5|fZUZRbS8U0MsNaPF0BnGxA==
SXRvIDMw|o6hRRRIz5UL6PWvF/v3bww==
T2h0YW5pIHhwIDI5|WsDBxOlGj0NmCbBDQhpGvA==
T2h0YW5pIHhwIDMw|l8kwxUp9wEMfqpJDnsqIxQ==
